prompt,intent,action_type,path,category,args,tags,action_json
Set up portainer container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_portainer,docker,,"docker,portainer,management","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_portainer"", ""explanation"": ""Docker Portainer""}"
Create Docker Portainer,execute_script,terraform,docker/terraform_docker_ubuntu_portainer,docker,,"docker,portainer,management","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_portainer"", ""explanation"": ""Docker Portainer""}"
Deploy postgres with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_postgres,docker,,"docker,postgres,database","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_postgres"", ""explanation"": ""Docker PostgreSQL""}"
Provision Docker PostgreSQL using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_postgres,docker,,"docker,postgres,database","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_postgres"", ""explanation"": ""Docker PostgreSQL""}"
Set up postgres container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_postgres,docker,,"docker,postgres,database","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_postgres"", ""explanation"": ""Docker PostgreSQL""}"
Create Docker PostgreSQL,execute_script,terraform,docker/terraform_docker_ubuntu_postgres,docker,,"docker,postgres,database","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_postgres"", ""explanation"": ""Docker PostgreSQL""}"
Deploy prometheus with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_prometheus,docker,,"docker,prometheus,monitoring","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_prometheus"", ""explanation"": ""Docker Prometheus""}"
Provision Docker Prometheus using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_prometheus,docker,,"docker,prometheus,monitoring","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_prometheus"", ""explanation"": ""Docker Prometheus""}"
Set up prometheus container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_prometheus,docker,,"docker,prometheus,monitoring","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_prometheus"", ""explanation"": ""Docker Prometheus""}"
Create Docker Prometheus,execute_script,terraform,docker/terraform_docker_ubuntu_prometheus,docker,,"docker,prometheus,monitoring","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_prometheus"", ""explanation"": ""Docker Prometheus""}"
Deploy python with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_python,docker,,"docker,python","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_python"", ""explanation"": ""Docker Python""}"
Provision Docker Python using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_python,docker,,"docker,python","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_python"", ""explanation"": ""Docker Python""}"
Set up python container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_python,docker,,"docker,python","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_python"", ""explanation"": ""Docker Python""}"
Create Docker Python,execute_script,terraform,docker/terraform_docker_ubuntu_python,docker,,"docker,python","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_python"", ""explanation"": ""Docker Python""}"
Deploy rabbitmq with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_rabbitmq,docker,,"docker,rabbitmq,messaging,queue","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_rabbitmq"", ""explanation"": ""Docker RabbitMQ""}"
Provision Docker RabbitMQ using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_rabbitmq,docker,,"docker,rabbitmq,messaging,queue","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_rabbitmq"", ""explanation"": ""Docker RabbitMQ""}"
Set up rabbitmq container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_rabbitmq,docker,,"docker,rabbitmq,messaging,queue","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_rabbitmq"", ""explanation"": ""Docker RabbitMQ""}"
Create Docker RabbitMQ,execute_script,terraform,docker/terraform_docker_ubuntu_rabbitmq,docker,,"docker,rabbitmq,messaging,queue","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_rabbitmq"", ""explanation"": ""Docker RabbitMQ""}"
Deploy ragflow with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_ragflow,docker,,"docker,ragflow,ai,rag","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_ragflow"", ""explanation"": ""Docker RAGFlow""}"
Provision Docker RAGFlow using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_ragflow,docker,,"docker,ragflow,ai,rag","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_ragflow"", ""explanation"": ""Docker RAGFlow""}"
Set up ragflow container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_ragflow,docker,,"docker,ragflow,ai,rag","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_ragflow"", ""explanation"": ""Docker RAGFlow""}"
Create Docker RAGFlow,execute_script,terraform,docker/terraform_docker_ubuntu_ragflow,docker,,"docker,ragflow,ai,rag","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_ragflow"", ""explanation"": ""Docker RAGFlow""}"
Deploy reactjs with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_reactjs,docker,,"docker,reactjs,frontend","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_reactjs"", ""explanation"": ""Docker ReactJS""}"
Provision Docker ReactJS using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_reactjs,docker,,"docker,reactjs,frontend","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_reactjs"", ""explanation"": ""Docker ReactJS""}"
Set up reactjs container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_reactjs,docker,,"docker,reactjs,frontend","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_reactjs"", ""explanation"": ""Docker ReactJS""}"
Create Docker ReactJS,execute_script,terraform,docker/terraform_docker_ubuntu_reactjs,docker,,"docker,reactjs,frontend","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_reactjs"", ""explanation"": ""Docker ReactJS""}"
Deploy redis with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_redis,docker,,"docker,redis,cache","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_redis"", ""explanation"": ""Docker Redis""}"
Provision Docker Redis using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_redis,docker,,"docker,redis,cache","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_redis"", ""explanation"": ""Docker Redis""}"
Set up redis container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_redis,docker,,"docker,redis,cache","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_redis"", ""explanation"": ""Docker Redis""}"
Create Docker Redis,execute_script,terraform,docker/terraform_docker_ubuntu_redis,docker,,"docker,redis,cache","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_redis"", ""explanation"": ""Docker Redis""}"
Deploy rocketchat with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_rocketchat,docker,,"docker,rocketchat,chat","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_rocketchat"", ""explanation"": ""Docker Rocket.Chat""}"
Provision Docker Rocket.Chat using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_rocketchat,docker,,"docker,rocketchat,chat","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_rocketchat"", ""explanation"": ""Docker Rocket.Chat""}"
Set up rocketchat container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_rocketchat,docker,,"docker,rocketchat,chat","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_rocketchat"", ""explanation"": ""Docker Rocket.Chat""}"
Create Docker Rocket.Chat,execute_script,terraform,docker/terraform_docker_ubuntu_rocketchat,docker,,"docker,rocketchat,chat","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_rocketchat"", ""explanation"": ""Docker Rocket.Chat""}"
Deploy rustdesk with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_rustdesk,docker,,"docker,rustdesk,remote","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_rustdesk"", ""explanation"": ""Docker RustDesk""}"
Provision Docker RustDesk using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_rustdesk,docker,,"docker,rustdesk,remote","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_rustdesk"", ""explanation"": ""Docker RustDesk""}"
Set up rustdesk container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_rustdesk,docker,,"docker,rustdesk,remote","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_rustdesk"", ""explanation"": ""Docker RustDesk""}"
Create Docker RustDesk,execute_script,terraform,docker/terraform_docker_ubuntu_rustdesk,docker,,"docker,rustdesk,remote","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_rustdesk"", ""explanation"": ""Docker RustDesk""}"
Deploy staticwebsite with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_staticwebsite,docker,,"docker,static,website","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_staticwebsite"", ""explanation"": ""Docker static website""}"
Provision Docker static website using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_staticwebsite,docker,,"docker,static,website","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_staticwebsite"", ""explanation"": ""Docker static website""}"
Set up staticwebsite container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_staticwebsite,docker,,"docker,static,website","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_staticwebsite"", ""explanation"": ""Docker static website""}"
Create Docker static website,execute_script,terraform,docker/terraform_docker_ubuntu_staticwebsite,docker,,"docker,static,website","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_staticwebsite"", ""explanation"": ""Docker static website""}"
Deploy temporal with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_temporal,docker,,"docker,temporal,workflow","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_temporal"", ""explanation"": ""Docker Temporal""}"
Provision Docker Temporal using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_temporal,docker,,"docker,temporal,workflow","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_temporal"", ""explanation"": ""Docker Temporal""}"
Set up temporal container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_temporal,docker,,"docker,temporal,workflow","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_temporal"", ""explanation"": ""Docker Temporal""}"
Create Docker Temporal,execute_script,terraform,docker/terraform_docker_ubuntu_temporal,docker,,"docker,temporal,workflow","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_temporal"", ""explanation"": ""Docker Temporal""}"
Set up Docker Vault using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_vault,docker,,"docker,vault,secrets","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_vault"", ""explanation"": ""Docker Vault""}"
Configure Docker Vault with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_vault,docker,,"docker,vault,secrets","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_vault"", ""explanation"": ""Docker Vault""}"
Create Docker Vault,execute_script,terraform,docker/terraform_docker_ubuntu_vault,docker,,"docker,vault,secrets","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_vault"", ""explanation"": ""Docker Vault""}"
Provision Docker Vault,execute_script,terraform,docker/terraform_docker_ubuntu_vault,docker,,"docker,vault,secrets","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_vault"", ""explanation"": ""Docker Vault""}"
Deploy weaviate with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_weaviate,docker,,"docker,weaviate,vectordb","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_weaviate"", ""explanation"": ""Docker Weaviate""}"
Provision Docker Weaviate using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_weaviate,docker,,"docker,weaviate,vectordb","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_weaviate"", ""explanation"": ""Docker Weaviate""}"
Set up weaviate container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_weaviate,docker,,"docker,weaviate,vectordb","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_weaviate"", ""explanation"": ""Docker Weaviate""}"
Create Docker Weaviate,execute_script,terraform,docker/terraform_docker_ubuntu_weaviate,docker,,"docker,weaviate,vectordb","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_weaviate"", ""explanation"": ""Docker Weaviate""}"
Deploy wordpress with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_wordpress,docker,,"docker,wordpress,cms","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_wordpress"", ""explanation"": ""Docker WordPress""}"
Provision Docker WordPress using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_wordpress,docker,,"docker,wordpress,cms","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_wordpress"", ""explanation"": ""Docker WordPress""}"
Set up wordpress container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_wordpress,docker,,"docker,wordpress,cms","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_wordpress"", ""explanation"": ""Docker WordPress""}"
